symbol,sector,last_price
BAP,Financial Services,316.30999755859375
BATRK,Communication Services,50.400001525878906
BAX,Healthcare,17.299999237060547
BBCP,Industrials,7.269999980926514
BBIO,Healthcare,66.12999725341797
BBNX,Healthcare,9.460000038146973
BBVA,Financial Services,21.889999389648438
BBY,Consumer Cyclical,56.279998779296875
BC,Consumer Cyclical,77.55000305175781
BCAB,Healthcare,4.269999980926514
BCBP,Financial Services,9.520000457763672
BCDA,Healthcare,1.0099999904632568
BCE,Communication Services,23.790000915527344
BCG,Financial Services,1.840000033378601
BCS,Financial Services,22.530000686645508
BDTX,Healthcare,2.75
BDX,Healthcare,143.47000122070312
BEAM,Healthcare,27.93000030517578
BEAT,Healthcare,0.9649999737739563
BEEP,Industrials,1.909999966621399
BELFA,Technology,230.72000122070312
BEN,Financial Services,31.829999923706055
BF-A,Consumer Defensive,27.360000610351562
BF-B,Consumer Defensive,26.3799991607666
BFAM,Consumer Cyclical,68.58000183105469
BFC,Financial Services,141.13999938964844
BFLY,Healthcare,3.8299999237060547
BFS,Real Estate,33.0
BFST,Financial Services,26.84000015258789
BGMS,Healthcare,1.0
BGS,Consumer Defensive,4.170000076293945
BH,Consumer Cyclical,267.44000244140625
BHC,Healthcare,5.420000076293945
BIAF,Healthcare,1.8799999952316284
BIIB,Healthcare,192.9499969482422
BIVI,Healthcare,1.309999942779541
BJ,Consumer Defensive,96.36000061035156
BJRI,Consumer Cyclical,42.060001373291016
BK,Financial Services,135.02000427246094
BKE,Consumer Cyclical,48.22999954223633
BKKT,Technology,8.279999732971191
BKNG,Consumer Cyclical,154.1300048828125
BKR,Energy,64.12000274658203
BL,Technology,27.25
BLBD,Industrials,71.87000274658203
BLDR,Industrials,70.41000366210938
BLIN,Technology,0.9399999976158142
BLK,Financial Services,1081.9000244140625
BLKB,Technology,30.850000381469727
BLNE,Financial Services,1.0800000429153442
BLNK,Industrials,0.8309999704360962
BMBL,Communication Services,3.140000104904175
BMI,Technology,114.2300033569336
BMO,Financial Services,152.47999572753906
BMRN,Healthcare,51.810001373291016
BMY,Healthcare,57.0
BNED,Consumer Cyclical,8.970000267028809
BNGO,Healthcare,1.149999976158142
BODI,Communication Services,11.3100004196167
BOKF,Financial Services,126.36000061035156
BOOT,Consumer Cyclical,143.85000610351562
BOTJ,Financial Services,22.860000610351562
BOW,Financial Services,28.25
BOX,Technology,24.670000076293945
BPRN,Financial Services,34.040000915527344
BR,Technology,145.6199951171875
BRBR,Consumer Defensive,9.6899995803833
BRC,Industrials,70.95999908447266
BRCB,Consumer Cyclical,7.010000228881836
BRK-B,Financial Services,482.70001220703125
BRO,Financial Services,56.279998779296875
BROS,Consumer Cyclical,51.0099983215332
BRT,Real Estate,14.279999732971191
BRTX,Healthcare,0.19220000505447388
BRX,Real Estate,29.239999771118164
BSLK,Basic Materials,0.05700000002980232
BSX,Healthcare,52.68000030517578
BTG,Basic Materials,4.900000095367432
BTM,Financial Services,2.930000066757202
BTU,Energy,23.770000457763672
BUSE,Financial Services,25.809999465942383
BVFL,Financial Services,19.540000915527344
BWA,Consumer Cyclical,63.209999084472656
BWB,Financial Services,17.989999771118164
BWFG,Financial Services,50.560001373291016
BWIN,Financial Services,20.020000457763672
BWMN,Industrials,31.15999984741211
BX,Financial Services,117.88999938964844
BXC,Industrials,50.540000915527344
BXMT,Real Estate,18.059999465942383
BXP,Real Estate,58.5
BYD,Consumer Cyclical,79.08999633789062
BZH,Consumer Cyclical,22.1200008392334
C,Financial Services,123.41999816894531
CAG,Consumer Defensive,13.430000305175781
CAH,Healthcare,195.1999969482422
CAKE,Consumer Cyclical,59.4900016784668
CAL,Consumer Cyclical,11.069999694824219
CAPR,Healthcare,28.790000915527344
CARE,Financial Services,26.209999084472656
CARL,Healthcare,11.010000228881836
CARR,Industrials,64.66999816894531
CASH,Financial Services,79.9000015258789
CAT,Industrials,888.3099975585938
CATO,Consumer Cyclical,2.940000057220459
CATY,Financial Services,55.61000061035156
CB,Financial Services,324.1499938964844
CBAN,Financial Services,19.270000457763672
CBFV,Financial Services,34.29999923706055
CBIO,Healthcare,19.969999313354492
CBLL,Healthcare,16.299999237060547
CBNK,Financial Services,30.0
CBRE,Real Estate,129.9499969482422
CBT,Basic Materials,81.0
CC,Basic Materials,23.1299991607666
CCAP,Financial Services,11.130000114440918
CCI,Real Estate,86.66000366210938
CCL,Consumer Cyclical,24.639999389648438
CCNE,Financial Services,29.389999389648438
CCO,Communication Services,2.390000104904175
CCRN,Healthcare,13.130000114440918
CDE,Basic Materials,17.610000610351562
CDNS,Technology,347.239990234375
CDRE,Industrials,29.780000686645508
CDW,Technology,102.06999969482422
CDXS,Healthcare,2.4600000381469727
CECO,Industrials,80.83999633789062
CEG,Utilities,267.20001220703125
CELC,Healthcare,137.67999267578125
CENT,Consumer Defensive,37.380001068115234
CENTA,Consumer Defensive,33.630001068115234
CETX,Technology,0.800000011920929
CETY,Industrials,0.7329999804496765
CF,Basic Materials,125.23999786376953
CFG,Financial Services,60.86000061035156
CFR,Financial Services,134.6999969482422
CGNX,Technology,64.26000213623047
CHCO,Financial Services,121.41999816894531
CHCT,Real Estate,16.8700008392334
CHD,Consumer Defensive,94.05000305175781
CHDN,Consumer Cyclical,86.7300033569336
CHEF,Consumer Defensive,80.33999633789062
CHGG,Consumer Defensive,1.0199999809265137
CHMI,Real Estate,2.4000000953674316
CHPT,Consumer Cyclical,6.630000114440918
CHRW,Industrials,163.58999633789062
CHTR,Communication Services,140.3300018310547
CHWY,Consumer Cyclical,21.280000686645508
CHYM,Technology,17.690000534057617
CI,Healthcare,285.2699890136719
CIA,Financial Services,5.21999979019165
CIEN,Technology,554.4600219726562
CIFR,Technology,20.329999923706055
CIM,Real Estate,13.09000015258789
CINF,Financial Services,166.4199981689453
CION,Financial Services,6.730000019073486
CISO,Technology,0.28299999237060547
CJMB,Industrials,1.0099999904632568
CL,Consumer Defensive,88.12999725341797
CLAR,Consumer Cyclical,2.7300000190734863
CLH,Industrials,303.760009765625
CLIR,Industrials,4.710000038146973
CLNE,Energy,2.0299999713897705
CLRB,Healthcare,3.0899999141693115
CLS,Technology,358.54998779296875
CLSK,Financial Services,13.109999656677246
CLX,Consumer Defensive,90.44999694824219
CLYM,Healthcare,10.800000190734863
CMCSA,Communication Services,24.760000228881836
CMDB,Industrials,18.489999771118164
CME,Financial Services,298.8599853515625
CMG,Consumer Cyclical,32.650001525878906
CMI,Industrials,696.530029296875
CMPX,Healthcare,1.8600000143051147
CMRC,Technology,2.7200000286102295
CMRE,Industrials,17.170000076293945
CMS,Utilities,71.63999938964844
CMTG,Real Estate,2.109999895095825
CMTL,Technology,3.759999990463257
CNA,Financial Services,43.72999954223633
CNC,Healthcare,58.27000045776367
CNET,Communication Services,0.7300000190734863
CNK,Communication Services,25.959999084472656
CNM,Industrials,46.77000045776367
CNNE,Consumer Cyclical,13.149999618530273
CNP,Utilities,41.529998779296875
CNQ,Energy,47.97999954223633
CNR,Energy,82.7699966430664
CNS,Financial Services,71.44999694824219
CNSP,Healthcare,4.949999809265137
CNTX,Healthcare,2.1600000858306885
CNVS,Communication Services,2.5399999618530273
CNXC,Technology,24.030000686645508
COCH,Healthcare,0.6470000147819519
COF,Financial Services,187.1699981689453
COGT,Healthcare,32.68000030517578
COHU,Technology,47.13999938964844
COIN,Financial Services,195.42999267578125
COLB,Financial Services,28.770000457763672
COLD,Real Estate,14.260000228881836
COLL,Healthcare,33.779998779296875
COO,Healthcare,59.61000061035156
COOK,Consumer Cyclical,40.7400016784668
COP,Energy,122.41000366210938
COR,Healthcare,257.7099914550781
CORT,Healthcare,56.369998931884766
COSM,Healthcare,0.3019999861717224
COST,Consumer Defensive,1048.949951171875
COTY,Consumer Defensive,2.059999942779541
CPAY,Technology,328.2300109863281
CPB,Consumer Defensive,20.010000228881836
CPBI,Financial Services,17.725000381469727
CPNG,Consumer Cyclical,16.1200008392334
CPRT,Industrials,32.29999923706055
CPT,Real Estate,102.58999633789062
CR,Industrials,171.8800048828125
CRBU,Healthcare,2.140000104904175
CRCT,Technology,3.930000066757202
CRD-A,Financial Services,9.960000038146973
CRD-B,Financial Services,9.489999771118164
CRDF,Healthcare,1.6699999570846558
CREG,Utilities,0.47999998927116394
CRL,Healthcare,150.85000610351562
CRM,Technology,173.50999450683594
CRNC,Technology,9.789999961853027
CROX,Consumer Cyclical,94.94000244140625
CRS,Industrials,408.92999267578125
CRVO,Healthcare,3.440000057220459
CRWD,Technology,594.0800170898438
CRWS,Consumer Cyclical,2.75
CRWV,Technology,107.30000305175781
CSCO,Technology,118.20999908447266
CSGP,Real Estate,32.68000030517578
CSL,Industrials,330.82000732421875
CSTL,Healthcare,19.1299991607666
CSV,Consumer Cyclical,43.220001220703125
CSX,Industrials,45.65999984741211
CTAS,Industrials,168.30999755859375
CTBI,Financial Services,64.0199966430664
CTEV,Healthcare,13.869999885559082
CTKB,Healthcare,3.4049999713897705
CTO,Real Estate,19.979999542236328
CTOS,Industrials,9.84000015258789
CTRA,Energy,32.56
CTRE,Real Estate,41.13999938964844
CTRN,Consumer Cyclical,41.400001525878906
CTS,Technology,58.31999969482422
CTSH,Technology,47.130001068115234
CTVA,Basic Materials,82.20999908447266
CTXR,Healthcare,0.699999988079071
CUBI,Financial Services,72.41000366210938
CURI,Communication Services,2.5199999809265137
CURV,Consumer Cyclical,1.309999942779541
CVBF,Financial Services,19.540000915527344
CVGI,Consumer Cyclical,5.119999885559082
CVLG,Industrials,34.27000045776367
CVLT,Technology,103.9000015258789
CVNA,Consumer Cyclical,67.16999816894531
CVS,Healthcare,95.88999938964844
CVX,Energy,191.10000610351562
CWAN,Technology,24.350000381469727
CWD,Financial Services,1.0
CWEN-A,Utilities,40.43000030517578
CXAI,Technology,0.13699999451637268
CXM,Technology,5.110000133514404
CXT,Industrials,38.209999084472656
CXW,Industrials,20.739999771118164
CYH,Healthcare,2.819999933242798
CYN,Technology,1.4299999475479126
CYRX,Industrials,13.140000343322754
CZNC,Financial Services,20.25
CZR,Consumer Cyclical,27.799999237060547
D,Utilities,61.72999954223633
DAC,Industrials,130.17999267578125
DAIO,Technology,3.200000047683716
DAL,Industrials,70.2300033569336
DAN,Consumer Cyclical,33.099998474121094
DAR,Consumer Defensive,62.369998931884766
DASH,Consumer Cyclical,159.1999969482422
DAVE,Technology,235.7899932861328
DB,Financial Services,30.899999618530273
DBD,Technology,69.69999694824219
DBGI,Consumer Cyclical,1.1200000047683716
DBI,Consumer Cyclical,6.409999847412109
DD,Basic Materials,49.310001373291016
DDOG,Technology,207.97999572753906
DDS,Consumer Cyclical,538.6900024414062
DE,Industrials,561.8300170898438
DECK,Consumer Cyclical,93.55999755859375
DEI,Real Estate,11.680000305175781
DELL,Technology,241.99000549316406
DFIN,Technology,38.54999923706055
DG,Consumer Defensive,102.37999725341797
DGX,Healthcare,186.61000061035156
DHI,Consumer Cyclical,135.38999938964844
DHIL,Financial Services,174.99
DHR,Healthcare,161.91000366210938
DIN,Consumer Cyclical,29.790000915527344
DINO,Energy,70.01000213623047
DIOD,Technology,100.04000091552734
DIS,Communication Services,102.72000122070312
DKNG,Consumer Cyclical,25.0
DLB,Industrials,54.209999084472656
DLPN,Communication Services,1.3300000429153442
DLR,Real Estate,188.50999450683594
DLTR,Consumer Defensive,89.58000183105469
DNOW,Industrials,13.140000343322754
DNUT,Consumer Defensive,3.2300000190734863
DOC,Real Estate,19.360000610351562
DOCN,Technology,154.8699951171875
DORM,Consumer Cyclical,116.16000366210938
DOV,Industrials,210.77000427246094
DOW,Basic Materials,38.75
DPZ,Consumer Cyclical,302.2900085449219
DRCT,Communication Services,3.950000047683716
DRI,Consumer Cyclical,195.88999938964844
DRIO,Healthcare,8.300000190734863
DRMA,Healthcare,1.190000057220459
DRUG,Healthcare,77.47000122070312
DRVN,Consumer Cyclical,13.0
DSGR,Industrials,26.959999084472656
DT,Technology,38.36000061035156
DTE,Utilities,139.77999877929688
DTI,Energy,3.009999990463257
DUK,Utilities,120.94999694824219
DUOL,Technology,112.05999755859375
DUOT,Technology,8.970000267028809
DVA,Healthcare,199.74000549316406
DVN,Energy,49.4900016784668
DX,Real Estate,12.970000267028809
DXC,Technology,8.9399995803833
DXCM,Healthcare,61.630001068115234
DXPE,Industrials,146.83999633789062
DY,Industrials,437.3699951171875
E,Energy,55.4900016784668
EA,Communication Services,200.63999938964844
EAF,Industrials,8.979999542236328
EBAY,Consumer Cyclical,116.12999725341797
EBC,Financial Services,19.190000534057617
EBF,Industrials,20.020000457763672
EBMT,Financial Services,21.610000610351562
ECG,Industrials,156.72000122070312
ECL,Basic Materials,247.6199951171875
ECO,Industrials,55.119998931884766
ECOR,Healthcare,6.269999980926514
ED,Utilities,105.36000061035156
EEFT,Technology,66.08000183105469
EFSC,Financial Services,58.310001373291016
EFX,Industrials,158.3699951171875
EG,Financial Services,351.6700134277344
EGP,Real Estate,200.75999450683594
EHC,Healthcare,106.63999938964844
EIG,Financial Services,42.0
EIX,Utilities,69.16000366210938
EKSO,Healthcare,11.8
EL,Consumer Defensive,80.27999877929688
ELAN,Healthcare,19.860000610351562
ELDN,Healthcare,3.799999952316284
ELF,Consumer Defensive,56.43000030517578
ELTX,Healthcare,10.630000114440918
ELUT,Healthcare,1.0299999713897705
ELV,Healthcare,392.67999267578125
EMBJ,Industrials,55.7599983215332
EME,Industrials,913.1099853515625
EMN,Basic Materials,71.58000183105469
EMPD,Consumer Cyclical,5.110000133514404
EMR,Industrials,133.0500030517578
ENGN,Healthcare,1.7200000286102295
ENOV,Healthcare,24.290000915527344
ENPH,Technology,52.88999938964844
ENS,Industrials,236.97999572753906
ENTG,Technology,133.07000732421875
ENVA,Financial Services,164.02000427246094
EOG,Energy,140.25999450683594
EPAC,Industrials,33.650001525878906
EPAM,Technology,93.0199966430664
EPC,Consumer Defensive,15.930000305175781
EPD,Energy,39.22999954223633
EPRT,Real Estate,30.209999084472656
EQBK,Financial Services,44.27000045776367
EQH,Financial Services,42.58000183105469
EQIX,Real Estate,1059.43994140625
EQT,Energy,56.220001220703125
ERAS,Healthcare,10.229999542236328
ERIE,Financial Services,213.0500030517578
ES,Utilities,67.16999816894531
ESE,Technology,289.8699951171875
ESEA,Industrials,69.63999938964844
ESLA,Healthcare,1.1100000143051147
ESOA,Industrials,18.43000030517578
ESQ,Financial Services,105.43000030517578
ESRT,Real Estate,5.380000114440918
ESS,Real Estate,267.05999755859375
ETD,Consumer Cyclical,18.84000015258789
ETN,Industrials,399.44000244140625
ETON,Healthcare,30.260000228881836
ETR,Utilities,109.02999877929688
ETS,Industrials,0.5109999775886536
ETSY,Consumer Cyclical,58.06999969482422
EVER,Communication Services,17.479999542236328
EVGO,Consumer Cyclical,1.899999976158142
EVH,Healthcare,3.9600000381469727
EVLV,Industrials,5.699999809265137
EVMN,Healthcare,22.920000076293945
EVRG,Utilities,80.5
EW,Healthcare,81.37999725341797
EWTX,Healthcare,33.09000015258789
EXC,Utilities,43.380001068115234
EXE,Energy,96.69000244140625
EXOZ,Healthcare,9.760000228881836
EXP,Basic Materials,194.66000366210938
EXPD,Industrials,155.4499969482422
EXPE,Consumer Cyclical,217.72999572753906
EXPI,Real Estate,4.75
EXPO,Industrials,53.790000915527344
EXR,Real Estate,136.89999389648438
EZPW,Financial Services,33.0
F,Consumer Cyclical,13.399999618530273
FA,Industrials,14.869999885559082
FANG,Energy,203.55999755859375
FAST,Industrials,43.2599983215332
FBK,Financial Services,51.29999923706055
FBLA,Financial Services,13.960000038146973
FBNC,Financial Services,57.369998931884766
FBP,Financial Services,23.280000686645508
FBRT,Real Estate,9.039999961853027
FBRX,Healthcare,23.110000610351562
FBYD,Industrials,10.550000190734863
FC,Consumer Defensive,20.489999771118164
FCAP,Financial Services,54.18000030517578
FCF,Financial Services,18.059999465942383
FCNCA,Financial Services,1928.3900146484375
FCUV,Technology,0.8429999947547913
FDS,Financial Services,212.5800018310547
FDX,Industrials,375.7799987792969
FE,Utilities,43.81999969482422
FEMY,Healthcare,0.3569999933242798
FENC,Healthcare,9.75
FERG,Industrials,223.82000732421875
FFAI,Consumer Cyclical,0.36000001430511475
FFIC,Financial Services,15.420000076293945
FFIN,Financial Services,31.100000381469727
FFIV,Technology,362.5799865722656
FG,Financial Services,28.040000915527344
FGBI,Financial Services,9.020000457763672
FHI,Financial Services,54.060001373291016
FHTX,Healthcare,3.7899999618530273
FIBK,Financial Services,34.08000183105469
FICO,Technology,1098.5899658203125
FIG,Technology,22.920000076293945
FIP,Industrials,4.630000114440918
FIS,Technology,41.79999923706055
FITB,Financial Services,47.349998474121094
FIVE,Consumer Cyclical,213.63999938964844
FIVN,Technology,21.639999389648438
FIX,Industrials,1992.739990234375
FIZZ,Consumer Defensive,34.400001525878906
FKWL,Technology,3.0999999046325684
FLG,Financial Services,13.229999542236328
FLNT,Communication Services,2.809999942779541
FLOC,Energy,27.309999465942383
FLR,Industrials,44.36000061035156
FLWS,Consumer Cyclical,4.329999923706055
FLYW,Technology,16.059999465942383
FMAO,Financial Services,26.440000534057617
FMC,Basic Materials,14.170000076293945
FNB,Financial Services,17.06999969482422
FNKO,Consumer Cyclical,5.059999942779541
FNV,Basic Materials,225.3800048828125
FNWB,Financial Services,9.569999694824219
FNWD,Financial Services,32.5
FOLD,Healthcare,14.49
FONR,Healthcare,18.860000610351562
FOR,Real Estate,25.520000457763672
FORM,Technology,126.2699966430664
FOSL,Consumer Cyclical,4.059999942779541
FOUR,Technology,42.02000045776367
FOX,Communication Services,57.869998931884766
FOXA,Communication Services,64.8499984741211
FPI,Real Estate,10.15999984741211
FRD,Basic Materials,20.600000381469727
FRHC,Financial Services,140.02000427246094
FRMI,Real Estate,6.510000228881836
FRPT,Consumer Defensive,49.349998474121094
FRT,Real Estate,113.16000366210938
FSBW,Financial Services,39.599998474121094
FSLR,Technology,233.3699951171875
FSS,Industrials,111.33000183105469
FTAI,Industrials,237.97000122070312
FTCI,Technology,4.789999961853027
FTEK,Industrials,1.4800000190734863
FTFT,Technology,1.2000000476837158
FTLF,Consumer Defensive,10.5
FTNT,Technology,122.77999877929688
FTV,Technology,58.720001220703125
FUBO,Communication Services,9.619999885559082
FUL,Basic Materials,58.060001373291016
FULC,Healthcare,6.690000057220459
FUN,Consumer Cyclical,21.31999969482422
FUNC,Financial Services,36.900001525878906
FUSB,Financial Services,16.0
FWONK,Communication Services,89.54000091552734
G,Technology,29.049999237060547
GABC,Financial Services,41.63999938964844
GANX,Healthcare,1.75
GAP,Consumer Cyclical,21.049999237060547
GASS,Industrials,10.069999694824219
GBFH,Financial Services,26.670000076293945
GBX,Industrials,47.63999938964844
GCBC,Financial Services,24.799999237060547
GCMG,Financial Services,10.649999618530273
GCTK,Healthcare,0.6499999761581421
GD,Industrials,334.5
GDC,Communication Services,0.1469999998807907
GDDY,Technology,87.18000030517578
GDOT,Financial Services,12.630000114440918
GDRX,Healthcare,2.430000066757202
GE,Industrials,281.5299987792969
GEF,Consumer Cyclical,62.689998626708984
GEF-B,Consumer Cyclical,78.5
GEHC,Healthcare,60.7599983215332
GEN,Technology,23.450000762939453
GETY,Communication Services,0.8629999756813049
GEV,Industrials,1049.22998046875
GEVO,Basic Materials,1.6799999475479126
GFF,Industrials,81.8499984741211
GGB,Basic Materials,4.599999904632568
GIFT,Communication Services,0.9900000095367432
GIII,Consumer Cyclical,28.729999542236328
GIL,Consumer Cyclical,56.4900016784668
GILD,Healthcare,129.5800018310547
GIPR,Real Estate,0.2540000081062317
GIS,Consumer Defensive,32.9900016784668
GL,Financial Services,155.0399932861328
GLBZ,Financial Services,4.739999771118164
GLDD,Industrials,17.0
GLPI,Real Estate,46.380001068115234
GLW,Technology,191.80999755859375
GM,Consumer Cyclical,74.86000061035156
GMED,Healthcare,76.63999938964844
GNE,Utilities,13.359999656677246
GNRC,Industrials,263.67999267578125
GNW,Financial Services,9.069999694824219
GO,Consumer Defensive,7.400000095367432
GOCO,Financial Services,0.8550000190734863
GOGO,Communication Services,3.880000114440918
GOLD,Financial Services,38.72999954223633
GOLF,Consumer Cyclical,85.4000015258789
GOOGL,Communication Services,396.7799987792969
GOVX,Healthcare,1.2300000190734863
GPC,Consumer Cyclical,92.87000274658203
GPI,Consumer Cyclical,313.6199951171875
GPMT,Real Estate,1.3700000047683716
GPN,Industrials,67.58000183105469
GRDN,Healthcare,36.61000061035156
GRMN,Technology,225.75
GRND,Technology,13.399999618530273
GRNT,Energy,5.510000228881836
GROV,Consumer Defensive,1.2100000381469727
GROW,Financial Services,2.619999885559082
GRWG,Consumer Cyclical,1.6100000143051147
GS,Financial Services,948.469970703125
GSBC,Financial Services,67.18000030517578
GSIT,Technology,9.640000343322754
GUTS,Healthcare,0.8610000014305115
GVA,Industrials,138.5500030517578
GWRE,Technology,130.13999938964844
GWW,Industrials,1272.469970703125
GXAI,Communication Services,1.2000000476837158
GYRE,Healthcare,6.550000190734863
H,Consumer Cyclical,168.77999877929688
HAE,Healthcare,56.290000915527344
